;345;2700;
9e;34c;d0;
ae;338;337;5d4c;
af;339;33c;62f0;
b1;336;33b;6894;
b3;335;338;6e38;
b5;335;339;73dc;
b6;338;337;7984;
b8;338;339;7f28;
ba;339;335;84cc;
bb;336;334;8a70;
bc;337;331;901c;
bd;336;332;95bc;
bf;339;330;9b60;
c1;338;332;a104;
c2;336;330;a6ac;
c4;336;331;ac50;
c5;335;32e;b1f4;
c6;338;332;b79c;
c8;337;32e;bd40;
c9;33a;32c;c2e4;
cb;338;32e;c888;
cc;335;32d;ce2c;
cb;336;32a;d3d4;
ce;339;32b;d978;
cf;338;32a;df1c;
cf;338;328;e4c4;
d1;336;327;ea68;
d2;335;326;f014;
d3;336;327;f5b0;
d6;338;325;fb54;
d5;338;325;fc;
d6;336;322;5f8;
d7;336;324;b44;
d7;333;326;1098;
d8;337;31f;163c;
d9;338;320;1be0;
db;333;321;2184;
db;33a;320;272c;
dc;338;322;2cd0;
dd;337;31e;3274;
dd;338;31e;3820;
de;337;31b;3dc0;
de;336;318;4364;
e0;338;319;4908;
e1;336;318;4eac;
e0;335;318;5454;
e2;337;319;59f8;
e2;33a;31a;5f9c;
e3;338;319;6540;
e3;338;317;6ae8;
e3;338;314;708c;
e3;336;314;7630;
e3;335;315;7bd4;
e3;337;313;817c;
e5;336;313;8720;
e4;336;311;8cc4;
e4;336;313;9268;
e4;337;312;9814;
e5;337;30f;9db4;
e5;336;313;a358;
e5;335;312;a8fc;
e6;338;312;aea4;
e5;339;314;b448;
e6;335;312;b9ec;
e5;338;312;bf90;
e5;337;30f;c538;
e6;335;311;cadc;
e5;338;311;d080;
e3;336;30e;d624;
e4;335;310;dbcc;
e4;337;311;e170;
e3;337;311;e714;
e4;336;310;ecb8;
e2;336;310;f25c;
e2;338;311;f808;
e2;336;310;fda8;
e1;335;310;34c;
e1;336;30e;89c;
e0;338;30f;dec;
df;33b;311;133c;
df;339;310;18e0;
df;335;310;1e88;
dd;335;30f;242c;
de;337;311;29d0;
dc;336;30f;2f78;
dc;337;30f;351c;
dc;336;310;3ac0;
db;337;311;4064;
da;338;313;460c;
d8;337;311;4bb0;
d8;337;311;5154;
d7;338;310;56f8;
d6;338;312;5c9c;
d5;336;310;6244;
d3;33a;313;67e8;
d2;339;312;6d8c;
d2;336;312;7334;
d1;337;311;78d8;
cf;335;310;7e7c;
ce;335;311;8420;
cd;337;30d;89c8;
cd;338;30f;8f6c;
ca;336;310;9510;
ca;338;310;9ab4;
c9;335;310;a058;
c7;335;310;a600;
c5;335;30f;aba4;
c3;338;310;b148;
c3;337;312;b6ec;
c2;336;311;bc94;
c0;336;312;c238;
bf;335;312;c7dc;
be;339;30e;cd84;
bc;335;30d;d328;
bb;337;311;d8cc;
b8;335;310;de70;
b7;337;310;e41c;
b6;338;311;e9bc;
b4;337;311;ef60;
b3;338;311;f504;
b1;338;30f;faa8;
b0;339;30d;50;
ae;337;311;54c;
ac;339;30f;a9c;
ab;338;30f;fe8;
a9;337;310;153c;
a8;336;310;1ae0;
a5;335;30f;2084;
a3;335;30e;2628;
a2;336;311;2bd0;
a1;335;311;3174;
9f;337;310;3718;
9d;336;311;3cbc;
9b;336;30f;4260;
99;338;311;480c;
98;338;313;4dac;
96;337;30f;5350;
94;337;311;58f8;
92;339;312;5e9c;
91;337;314;6440;
8f;339;311;69e4;
8d;337;30f;6f8c;
8b;336;312;7530;
89;336;311;7ad4;
87;33a;314;8078;
86;337;312;8620;
83;336;313;8bc4;
82;337;315;9168;
80;336;316;970c;
7e;338;317;9cb4;
7c;335;316;a258;
7a;338;318;a7fc;
79;337;318;ada0;
77;337;319;b348;
75;337;318;b8ec;
72;336;319;be90;
71;336;31b;c434;
6f;337;31a;c9d8;
6d;338;31c;cf80;
6b;335;31b;d524;
6a;334;320;dac8;
68;335;31f;e06c;
66;338;321;e614;
65;337;320;ebb8;
63;336;321;f15c;
61;338;326;f700;
5e;333;324;fca8;
5d;338;326;24c;
5c;337;328;79c;
5a;336;32a;cec;
59;337;329;123c;
56;336;32a;17e0;
55;337;32d;1d88;
53;336;32d;232c;
52;338;32f;28d0;
50;335;32f;2e74;
4e;336;331;3420;
4b;338;331;39c0;
4b;335;335;3f64;
48;337;330;4508;
48;338;335;4ab0;
46;336;338;5054;
45;336;339;55f8;
43;335;33b;5b9c;
41;336;33b;6144;
40;337;339;66e8;
3e;338;33e;6c8c;
3e;336;33c;7230;
3c;336;33e;77d8;
3a;333;33e;7d7c;
3a;335;33e;8320;
38;33a;33e;88c4;
36;334;33e;8e6c;
35;335;341;9414;
34;337;341;99b4;
33;335;341;9f58;
32;333;344;a4fc;
30;336;343;aaa4;
2f;335;344;b048;
2e;335;345;b5ec;
2b;333;346;bb94;
2b;335;345;c138;
2c;337;34b;c6dc;
29;336;347;cc80;
28;336;347;d228;
28;333;34c;d7cc;
26;337;348;dd70;
26;334;34a;e314;
25;336;348;e8bc;
24;337;34b;ee60;
23;333;34a;f40c;
22;337;34a;f9a8;
22;337;34d;ff50;
21;332;34d;4f4;
20;336;34d;a44;
20;335;34e;f94;
1e;335;34f;14e4;
1f;335;354;1a88;
1e;337;350;202c;
1d;336;350;25d4;
1d;337;353;2b78;
1c;337;351;311c;
1b;337;351;36c0;
1c;339;352;3c68;
1a;335;353;420c;
1a;335;354;47b0;
1a;335;352;4d54;
19;336;353;52fc;
19;337;356;58a0;
19;337;358;5e44;
19;336;357;63e8;
19;335;357;6990;
1a;339;358;6f34;
19;339;355;74d8;
19;335;355;7a7c;
19;335;355;8024;
1a;337;35b;85c8;
19;336;359;8b6c;
19;333;35c;9110;
19;336;35b;96b8;
19;335;35d;9c5c;
1a;335;35b;a200;
19;337;35b;a7a4;
19;336;35c;ad48;
1a;335;35c;b2f0;
19;338;35b;b894;
1b;337;359;be38;
1b;335;35c;c3e0;
1b;337;35d;c984;
1c;336;35b;cf28;
1d;333;35c;d4cc;
1d;33a;35a;da74;
1d;335;35c;e01c;
1e;338;35d;e5bc;
1f;33a;35e;eb60;
1e;339;35e;f104;
20;337;35c;f6ac;
21;338;35c;fc50;
22;336;35b;1f4;
22;338;35c;744;
23;336;35c;c94;
23;336;35b;11e4;
25;336;35b;1788;
25;339;35e;1d30;
26;335;35f;22d4;
28;337;35e;2878;
28;339;35d;2e20;
29;338;35b;33c4;
2b;337;35d;3968;
2b;336;35d;3f0c;
2c;335;35a;44b0;
2e;335;359;4a58;
2e;336;35b;4ffc;
30;337;35f;55a0;
31;337;35c;5b44;
32;336;35d;60ec;
33;338;35a;6690;
34;338;35d;6c34;
35;336;35e;71dc;
37;339;35e;7780;
39;336;35a;7d24;
3b;339;35e;82c8;
3b;336;35f;8870;
3d;335;35e;8e14;
3f;333;35d;93b8;
40;338;361;995c;
41;337;35b;9f04;
43;337;358;a4a8;
44;338;35b;aa4c;
46;335;35d;aff0;
47;335;35c;b598;
49;337;35d;bb3c;
4b;339;35b;c0e0;
4c;336;35a;c684;
4d;338;35e;cc2c;
4f;336;35c;d1d0;
50;335;35b;d774;
52;338;35b;dd18;
55;336;35d;e2c0;
56;338;35b;e864;
58;338;35d;ee08;
59;336;35e;f3ac;
5b;337;35d;f954;
5c;338;35d;fef8;
5f;336;35d;49c;
60;338;35d;9ec;
61;334;357;f3c;
63;336;35c;148c;
65;337;35c;1a30;
67;336;35b;1fd8;
69;336;35c;257c;
6b;337;35b;2b20;
6c;335;359;30c4;
6e;336;358;366c;
70;338;35b;3c14;
72;336;357;41b4;
73;338;354;4758;
76;337;355;4cfc;
78;335;355;52a4;
7a;336;355;5848;
7b;338;355;5dec;
7d;335;356;6394;
7f;337;352;6938;
80;336;350;6edc;
82;33a;353;7480;
85;337;352;7a28;
86;337;34f;7fcc;
88;336;34f;8570;
89;338;34e;8b14;
8b;338;34e;90bc;
8e;338;351;9660;
90;339;34d;9c0c;
92;336;34c;a1a8;
93;339;34b;a750;
95;335;349;acf4;
97;339;34c;b298;
99;338;349;b83c;
9b;336;346;bde0;
9d;338;347;c388;
9f;338;347;c92c;
9f;336;344;ced0;
a2;336;343;d478;
a4;337;346;da1c;
a5;335;344;dfc0;
a7;338;33d;e564;
a9;339;341;eb0c;
aa;335;340;f0b0;
ab;335;33b;f654;
ad;336;33b;fbf8;
b0;334;33d;1a0;
b1;337;33c;6f0;
b3;336;33d;c3c;
b4;334;337;118c;
b5;337;338;1734;
b6;338;33b;1cd8;
b9;337;338;227c;
ba;339;337;2820;
bb;338;337;2dc8;
bd;337;335;336c;
bf;338;333;3910;
c0;336;336;3eb8;
c0;335;332;445c;
c3;337;330;4a00;
c4;335;333;4fa4;
c6;339;32f;554c;
c7;33b;32c;5af0;
c8;335;32d;6094;
ca;335;32d;6638;
cb;338;32c;6be0;
cb;338;32d;7184;
cd;336;32a;7728;
ce;33b;329;7ccc;
cf;338;328;8274;
d1;338;327;881c;
d2;338;324;8dbc;
d2;336;326;9360;
d4;337;325;9908;
d4;336;324;9eac;
d4;337;326;a450;
d7;336;325;a9f4;
d8;337;324;af9c;
d8;337;324;b540;
d9;336;320;bae4;
da;337;321;c088;
db;339;320;c62c;
dc;337;31d;cbd4;
dd;335;320;d178;
de;337;31c;d71c;
dd;336;31a;dcc4;
de;338;31b;e268;
df;338;31b;e814;
e0;338;31a;edb0;
e1;337;318;f358;
e1;338;318;f8fc;
e1;336;315;fea0;
e2;337;315;444;
e3;336;315;994;
e3;338;316;ee4;
e3;336;314;1434;
e3;337;313;19dc;
e3;336;311;1f80;
e4;337;312;2524;
e5;33a;311;2ac8;
e5;335;313;3070;
e4;336;310;3614;
e5;338;311;3bb8;
e5;336;310;415c;
e4;336;311;4704;
e5;338;315;4ca8;
e5;337;311;524c;
e5;338;312;57f0;
e4;338;311;5d98;
e5;338;312;633c;
e5;337;310;68e0;
e5;339;311;6e84;
e5;338;30f;742c;
e5;338;30f;79d0;
e4;337;30f;7f74;
e5;337;30f;8518;
e3;335;311;8ac0;
e3;338;30f;9064;
e3;336;30f;9608;
e2;338;311;9bac;
e2;338;310;a154;
e1;338;313;a6f8;
e1;33a;310;ac9c;
e0;336;312;b240;
e0;336;310;b7e8;
df;336;30e;bd8c;
de;338;30f;c330;
de;337;30f;c8d4;
dd;338;311;ce7c;
dc;337;30f;d420;
dc;338;312;d9c4;
db;336;30e;df68;
da;336;310;e510;
d8;338;312;eab4;
d8;338;30d;f058;
d8;337;30f;f5fc;
d6;336;30f;fba4;
d5;337;30f;148;
d5;334;30e;698;
d4;338;30e;be8;
d3;337;30f;1138;
d1;337;30e;16dc;
d0;337;30d;1c80;
cf;337;30f;2228;
cf;338;30f;27cc;
cc;335;30f;2d70;
cb;335;311;3314;
ca;335;310;38b8;
c8;337;30f;3e60;
c8;338;310;440c;
c6;338;310;49a8;
c6;336;310;4f4c;
c3;337;30f;54f4;
c2;338;311;5a98;
c1;336;30f;603c;
c0;338;311;65e4;
be;338;311;6b88;
bd;337;30f;712c;
bc;336;310;76d0;
b9;337;310;7c74;
b9;337;30f;821c;
b7;337;30d;87c0;
b5;337;311;8d64;
b3;337;30d;9308;
b2;337;30d;98b0;
b0;338;30f;9e54;
ae;334;310;a3f8;
ad;338;313;a9a0;
ac;338;310;af44;
aa;336;310;b4e8;
a7;336;30c;ba8c;
a6;339;30e;c030;
a4;337;310;c5d8;
a3;339;30f;cb7c;
a0;339;30d;d120;
9f;339;311;d6c8;
9e;337;30f;dc6c;
9b;338;30d;e210;
9a;336;310;e7b4;
98;337;30f;ed5c;
96;335;310;f300;
95;337;310;f8a4;
93;337;30f;fe48;
91;335;311;3f0;
8f;339;312;940;
8c;333;311;e8c;
8b;336;310;13e0;
8a;336;30f;1984;
88;337;310;1f28;
86;335;310;24cc;
85;336;315;2a74;
82;337;313;301c;
81;338;317;35bc;
7f;336;316;3b60;
7d;337;311;4108;
7b;336;316;46ac;
78;337;318;4c50;
77;336;315;51f4;
75;336;317;579c;
74;336;31c;5d40;
72;336;31c;62e4;
6f;335;31a;6888;
6e;335;31b;6e2c;
6b;338;31b;73d4;
6a;338;31e;7978;
69;336;31f;7f1c;
66;337;322;84c4;
65;337;31d;8a68;
63;339;31f;9014;
61;33a;321;95b0;
5f;338;325;9b54;
5e;338;328;a0fc;
5c;333;328;a6a0;
5a;336;327;ac44;
59;337;328;b1ec;
58;335;329;b790;
55;337;32c;bd34;
53;335;32b;c2d8;
52;335;32d;c87c;
50;335;32f;ce24;
4f;336;32f;d3c8;
4d;336;331;d96c;
4b;336;32f;df14;
4a;334;332;e4b8;
48;338;335;ea5c;
46;335;335;f008;
45;336;337;f5a8;
44;336;334;fb4c;
42;336;337;f0;
40;332;337;5ec;
3f;336;339;b3c;
3d;333;339;108c;
3c;339;33e;1630;
3b;336;33e;1bd4;
39;337;33d;217c;
38;337;33f;2720;
37;338;33f;2cc4;
36;339;340;3268;
34;339;342;3814;
33;334;343;3db4;
33;333;344;4358;
30;337;343;48fc;
2f;335;343;4ea4;
2f;334;347;5448;
2d;336;345;59ec;
2c;336;349;5f90;
2b;334;347;6534;
29;336;345;6adc;
28;336;347;7080;
28;335;349;7624;
26;336;349;7bcc;
26;338;349;8170;
25;333;346;8714;
24;336;348;8cb8;
23;336;34a;925c;
22;336;34c;9808;
22;338;34a;9da8;
20;339;34d;a34c;
1f;336;34a;a8f0;
20;335;34d;ae98;
1f;338;351;b43c;
1e;333;34f;b9e0;
1d;337;351;bf88;
1d;332;350;c52c;
1d;335;350;cad0;
1c;336;350;d074;
1c;336;351;d61c;
1b;336;353;dbc0;
1b;335;353;e164;
1a;335;354;e708;
1b;335;356;ecb0;
1a;338;353;f254;
19;333;353;f7f8;
1a;335;356;fd9c;
19;336;357;344;
1a;337;355;894;
19;339;358;de4;
19;337;356;1334;
19;338;35a;18d8;
19;337;358;1e7c;
19;337;359;2420;
19;335;359;29c8;
19;336;35a;2f6c;
19;337;358;3510;
19;338;35a;3ab4;
1a;334;35b;405c;
18;336;359;4600;
19;336;35e;4ba4;
1a;335;35c;5148;
19;338;35c;56f0;
1a;335;35f;5c94;
1c;335;35c;6238;
1a;338;35b;67dc;
1b;336;35c;6d84;
1c;335;35c;7328;
1c;336;35c;78cc;
1d;338;35d;7e70;
1d;337;35a;841c;
1e;336;357;89bc;
1f;338;35b;8f60;
20;338;35e;9504;
20;338;357;9aac;
21;335;35b;a050;
22;335;35c;a5f4;
23;339;35b;ab98;
23;336;35d;b140;
24;337;35d;b6e4;
25;338;35d;bc88;
25;339;35e;c22c;
27;336;35a;c7d4;
28;333;35b;cd78;
29;336;35a;d31c;
2b;337;35e;d8c0;
2b;337;35c;de64;
2c;337;35d;e410;
2d;335;35d;e9b0;
2e;336;35a;ef54;
2f;334;35b;f4fc;
31;336;35b;faa0;
31;336;35b;44;
33;337;35c;540;
35;335;35c;a90;
35;336;35b;fe0;
36;337;35b;1530;
37;336;35e;1ad4;
39;337;35e;2078;
3a;335;35d;2620;
3b;334;357;2bc4;
3d;336;35b;3168;
3f;337;35d;370c;
40;335;35e;3cb0;
42;336;35d;4258;
43;337;35c;47fc;
45;337;35c;4da0;
46;336;35c;5348;
48;337;35a;58ec;
49;336;35b;5e90;
4b;335;35e;6434;
4c;337;35e;69dc;
4e;33a;35b;6f80;
50;337;35d;7524;
52;333;35b;7ac8;
52;339;35c;8070;
55;338;35b;8614;
56;336;35c;8bb8;
58;335;35d;915c;
5a;33b;35b;9704;
5c;336;35c;9ca8;
5d;338;35f;a24c;
5f;337;35c;a7f0;
60;339;35d;ad98;
63;339;35b;b33c;
65;337;35b;b8e0;
66;336;35d;be84;
69;339;35c;c42c;
6a;335;359;c9d0;
6c;336;35b;cf74;
6d;336;359;d518;
70;337;356;dac0;
71;339;359;e064;
73;335;35b;e608;
75;336;356;ebac;
76;338;356;f154;
78;336;356;f6f8;
7b;337;355;fc9c;
7c;335;354;240;
7e;339;353;790;
7f;337;353;ce0;
81;337;351;1230;
83;337;352;17d8;
86;337;352;1d7c;
86;337;34f;2320;
89;336;351;28c4;
8b;334;34f;2e6c;
8c;338;352;3414;
8e;338;34c;39b4;
90;336;34c;3f58;
93;338;349;4500;
95;337;347;4aa4;
95;336;34a;5048;
97;337;345;55ec;
99;335;348;5b94;
9b;339;348;6138;
9e;337;342;66dc;
9f;338;345;6c80;
a1;336;344;7224;
a2;337;343;77cc;
a3;336;340;7d70;
a6;336;343;8314;
a7;337;33f;88b8;
a9;338;341;8e60;
ab;339;33e;940c;
ad;338;33f;99a8;
ae;336;33d;9f50;
b0;334;33b;a4f4;
b1;339;33d;aa98;
b4;336;339;b03c;
b5;338;337;b5e0;
b7;337;339;bb88;
b8;337;338;c12c;
ba;337;337;c6d0;
bb;337;334;cc74;
bd;338;335;d21c;
be;337;334;d7c0;
bf;335;334;dd64;
c1;33a;332;e308;
c2;337;332;e8b0;
c4;337;32f;ee54;
c5;338;32f;f3f8;
c6;337;32d;f9a0;
c7;338;32d;ff44;
c9;336;32b;4e8;
ca;336;32d;a38;
cc;338;32a;f88;
cc;335;32c;14d8;
ce;337;32a;1a7c;
cf;336;329;2024;
d0;338;32a;25c8;
d2;337;326;2b6c;
d2;338;328;3110;
d3;33b;328;36b8;
d4;33a;329;3c5c;
d5;338;327;4200;
d6;33a;327;47a4;
d7;336;323;4d4c;
d9;337;322;52f0;
d9;338;322;5894;
da;337;323;5e38;
db;337;321;63e0;
db;338;31f;6984;
dd;336;31f;6f28;
dd;338;31c;74cc;
de;336;31d;7a74;
df;33a;31b;801c;
df;336;31a;85bc;
e0;338;31a;8b60;
e1;335;316;9108;
e1;338;317;96ac;
e1;338;315;9c50;
e2;339;315;a1f4;
e2;337;317;a79c;
e2;337;318;ad40;
e3;335;314;b2e4;
e3;339;313;b888;
e4;337;314;be2c;
e4;336;312;c3d4;
e5;337;310;c978;
e5;338;313;cf1c;
e5;338;312;d4c4;
e5;338;311;da68;
e5;339;312;e014;
e5;335;314;e5b0;
e5;338;311;eb58;
e6;337;312;f0fc;
e5;339;311;f6a0;
e5;339;310;fc44;
e5;338;30f;1ec;
e5;338;310;73c;
e5;338;310;c8c;
e5;338;30f;11d8;
e5;335;312;1780;
e3;337;311;1d24;
e3;338;310;22c8;
e5;339;310;2870;
e3;337;30d;2e14;
e3;337;30e;33b8;
e3;336;310;395c;
e2;337;30e;3f04;
e1;334;30e;44a8;
e1;337;310;4a4c;
e1;338;30e;4ff0;
e0;337;310;5598;
e0;33a;310;5b3c;
df;338;311;60e0;
de;33a;311;6684;
dd;336;30f;6c2c;
dd;33a;311;71d0;
dc;336;30f;7774;
db;336;310;7d18;
da;336;30d;82c0;
da;339;30e;8864;
d9;334;310;8e08;
d8;338;30f;93ac;
d8;337;310;9954;
d6;337;310;9ef8;
d5;336;310;a49c;
d4;338;30f;aa40;
d1;338;310;afe8;
d2;338;30d;b58c;
d1;33a;310;bb30;
d0;336;30f;c0d4;
ce;338;30f;c67c;
cc;339;30e;cc20;
cc;336;311;d1c4;
cb;336;310;d768;
ca;336;30f;dd0c;
c9;337;313;e2b4;
c7;335;310;e858;
c5;338;310;edfc;
c5;337;30e;f3a0;
c3;337;30f;f948;
c2;338;311;feec;
c1;336;311;490;
bf;338;312;9e0;
bd;336;313;f30;
bc;335;313;1480;
ba;337;310;1a28;
b9;338;311;1fcc;
b8;335;311;2570;
b5;336;30f;2b14;
b4;335;30f;30b8;
b3;335;312;3660;
b1;338;311;3c0c;
af;338;313;41a8;
af;336;30e;4750;
ab;338;30e;4cf4;
aa;337;310;5298;
a9;335;30f;583c;
a7;337;310;5de4;
a5;338;310;6388;
a4;337;310;692c;
a2;338;310;6ed0;
a0;334;312;7478;
9f;337;312;7a1c;
9d;33a;310;7fc0;
9b;338;312;8564;
99;337;312;8b0c;
97;339;310;90b0;
96;336;30e;9654;
94;335;311;9bf8;
92;337;313;a1a0;
90;335;30e;a744;
8e;336;312;ace8;
8d;338;30e;b28c;
8b;335;30e;b834;
88;336;312;bdd8;
87;33a;313;c37c;
85;33a;313;c920;
83;336;311;cec8;
80;336;313;d46c;
7f;336;316;da10;
7e;338;318;dfb4;
7c;337;317;e558;
79;338;316;eb00;
78;337;314;f0a4;
76;33b;318;f648;
74;336;319;fbf0;
73;337;319;194;
71;336;31a;6e4;
6f;336;31b;c34;
6d;336;31c;1184;
6c;336;31c;1728;
6a;336;31e;1ccc;
68;337;31f;2270;
66;335;320;281c;
64;336;322;2dbc;
63;338;322;3360;
61;337;320;3908;
5f;339;326;3eac;
5e;335;328;4450;
5b;334;326;49f4;
59;336;327;4f9c;
58;337;32b;5540;
56;336;327;5ae4;
54;337;32d;6088;
53;337;32e;6630;
50;334;32e;6bd4;
4f;338;332;7178;
4e;336;331;771c;
4c;336;331;7cc4;
4a;336;332;8268;
49;337;334;8814;
48;33a;335;8db0;
46;335;333;9358;
44;335;338;98fc;
43;339;338;9ea0;
41;337;33b;a444;
3f;337;339;a9ec;
3e;337;33a;af90;
3d;334;33b;b534;
3c;335;33d;bad8;
3a;335;33d;c080;
38;334;33f;c624;
38;336;340;cbc8;
36;336;33f;d16c;
35;334;342;d714;
33;337;342;dcb8;
31;337;341;e25c;
31;334;346;e808;
30;335;343;eda4;
2f;334;341;f34c;
2e;337;348;f8f0;
2d;338;346;fe94;
2b;336;348;43c;
2b;336;347;98c;
2a;335;346;ed8;
28;336;347;1428;
26;338;349;19d0;
27;336;34c;1f74;
26;336;347;2518;
24;336;34a;2ac0;
24;339;34c;3064;
23;337;349;3608;
22;335;34d;3bac;
22;335;34b;4154;
20;335;351;46f8;
1f;335;34e;4c9c;
20;335;350;5240;
1e;337;350;57e8;
1e;334;351;5d8c;
1e;336;350;6330;
1d;337;351;68d4;
1d;334;351;6e7c;
1c;338;356;7420;
1b;337;351;79c4;
1b;336;353;7f68;
1b;335;355;850c;
19;336;353;8ab4;
1a;338;358;9058;
1a;338;355;95fc;
19;338;354;9ba4;
19;335;357;a148;
19;336;358;a6ec;
19;337;358;ac90;
19;337;35b;b234;
19;337;35a;b7dc;
19;337;358;bd80;
19;335;35b;c324;
19;337;359;c8cc;
19;335;359;ce70;
19;333;35d;d41c;
1a;335;35c;d9b8;
1a;336;359;df60;
1a;335;35b;e504;
1a;339;35c;eaa8;
1a;336;359;f04c;
1a;335;35e;f5f4;
1a;334;35c;fb98;
1b;336;35a;13c;
1b;339;35c;68c;
1b;338;35f;bdc;
1b;336;359;112c;
1b;334;35c;16d0;
1d;335;35e;1c78;
1d;337;35c;221c;
1e;336;35c;27c0;
1f;335;35c;2d64;
1f;336;35b;330c;
20;338;35b;38b0;
21;337;35d;3e54;
22;33a;35b;43f8;
22;335;35b;49a0;
24;337;35c;4f44;
23;336;35c;54e8;
25;338;35c;5a8c;
26;337;35d;6030;
26;337;35d;65d8;
27;338;35f;6b7c;
28;335;35c;7120;
28;339;35d;76c8;
2a;335;35a;7c6c;
2c;336;35d;8210;
2d;336;35a;87b4;
2e;333;35c;8d5c;
2f;335;35b;9300;
30;337;35a;98a4;
31;336;35a;9e48;
33;334;35e;a3f0;
33;336;358;a994;
35;33a;35f;af38;
36;337;35b;b4dc;
37;336;362;ba80;
39;338;35c;c028;
3b;334;35d;c5cc;
3c;339;35e;cb70;
3d;337;35a;d114;
3f;337;35d;d6bc;
40;337;35d;dc60;
42;335;35f;e204;
44;337;35c;e7ac;
44;337;359;ed50;
46;339;35f;f2f4;
48;335;35d;f898;
49;33b;35c;fe40;
4a;338;360;3e4;
4c;337;35a;934;
4e;338;35d;e84;
4f;336;35d;13d4;
51;335;35c;1978;
52;336;35e;1f1c;
54;337;35c;24c4;
56;334;35c;2a68;
57;336;35a;3014;
59;337;35c;35b0;
5b;336;35c;3b58;
5d;337;35b;40fc;
5e;336;35d;46a0;
61;335;35c;4c44;
62;338;35c;51ec;
63;335;35d;5790;
66;337;35b;5d34;
67;337;35c;62d8;
69;338;35b;6880;
6b;337;35e;6e24;
6d;337;359;73c8;
6f;338;359;796c;
70;336;359;7f14;
73;338;359;84b8;
74;335;356;8a5c;
75;335;354;9008;
78;33a;358;95a8;
7a;338;358;9b4c;
7b;336;358;a0f0;
7e;339;355;a694;
80;338;356;ac3c;
81;336;352;b1e0;
83;337;351;b784;
85;338;34f;bd28;
87;336;34e;c2d0;
88;337;34e;c874;
8a;337;350;ce18;
8d;337;34e;d3bc;
8e;337;34d;d964;
90;338;34f;df08;
93;338;34c;e4ac;
93;337;34b;ea50;
96;338;34b;eff4;
97;337;34c;f59c;
99;336;348;fb40;
9b;336;346;e4;
9c;338;345;5e0;
9e;337;345;b30;
9f;337;346;1080;
a2;336;341;1624;
a4;337;343;1bcc;
a5;337;342;2170;
a7;337;33f;2714;
a8;339;33f;2cb8;
aa;335;33f;3260;
ac;337;33e;3808;
ad;333;33d;3da8;
b0;337;33e;434c;
b1;338;33a;48f4;
b2;337;33b;4e98;
b5;336;339;543c;
b6;338;338;59e0;
b8;337;339;5f88;
b9;336;338;652c;
ba;337;336;6ad0;
bb;336;336;7074;
bd;338;332;761c;
bf;338;334;7bc0;
c0;335;335;8164;
c2;338;331;8708;
c3;338;331;8cb0;
c5;335;32f;9254;
c6;337;330;97f8;
c7;337;32c;9d9c;
c8;338;32b;a344;
c9;335;32d;a8e8;
ca;337;329;ae8c;
cc;337;32a;b430;
cd;336;329;b9d8;
ce;336;328;bf7c;
cf;337;328;c520;
d0;337;328;cac4;
d2;336;329;d068;
d3;338;329;d610;
d4;336;325;dbb4;
d5;337;323;e158;
d5;337;325;e700;
d7;337;325;eca4;
d9;339;327;f248;
d8;336;323;f7ec;
d9;338;31f;fd90;
da;337;321;338;
dc;335;31f;888;
dc;33a;321;dd8;
dc;334;31e;1328;
de;337;31c;18cc;
de;337;31c;1e70;
de;339;31b;241c;
e0;338;31a;29bc;
e0;336;31a;2f60;
e1;337;318;3504;
e1;337;316;3aac;
e1;337;317;4050;
e1;33b;31a;45f4;
e2;33a;314;4b98;
e3;338;315;5140;
e3;338;316;56e4;
e3;336;312;5c88;
e4;338;312;622c;
e4;338;313;67d4;
e4;338;314;6d78;
e4;337;311;731c;
e6;338;310;78c0;
e4;336;311;7e64;
e5;335;310;8410;
e5;336;310;89b0;
e4;338;311;8f54;
e4;336;30f;94f8;
e4;339;311;9aa0;
e5;335;30f;a044;
e5;337;30d;a5e8;
e6;335;30e;ab8c;
e4;335;30f;b134;
e4;336;310;b6d8;
e5;338;30f;bc7c;
e4;337;30e;c220;
e4;337;30d;c7c8;
e4;33a;30f;cd6c;
e2;337;30f;d310;
e3;337;30e;d8b4;
e2;337;30d;de5c;
e1;334;30f;e408;
e2;336;30f;e9a4;
e1;338;310;ef4c;
e1;338;310;f4f0;
e0;336;30f;fa94;
df;339;311;38;
dd;336;30d;534;
dd;335;30e;a84;
dc;336;30e;fd4;
dc;337;30f;1524;
db;336;310;1ac8;
db;337;30e;2070;
da;336;30e;2614;
d8;338;310;2bb8;
d9;335;30e;315c;
d8;338;30d;3704;
d6;336;30e;3ca8;
d5;337;30f;424c;
d4;336;30f;47f0;
d3;336;311;4d98;
d3;339;310;533c;
d1;337;30d;58e0;
d0;336;30f;5e84;
ce;337;30e;642c;
cd;336;30f;69d0;
cd;338;30f;6f74;
cb;336;30f;7518;
cb;335;30b;7ac0;
c9;337;310;8064;
c8;337;30f;8608;
c6;336;30e;8bac;
c6;336;311;9154;
c4;337;310;96f8;
c2;337;30d;9c9c;
c0;336;30e;a240;
c0;337;310;a7e8;
be;338;30f;ad8c;
bc;337;310;b330;
ba;333;312;b8d4;
b9;335;30e;be78;
b7;336;30d;c420;
b7;336;30f;c9c4;
b4;336;30e;cf68;
b3;338;30f;d510;
b2;338;30f;dab4;
af;337;30f;e058;
af;338;30f;e5fc;
ad;338;30b;eba4;
ab;339;30f;f148;
a9;338;30f;f6ec;
a8;336;30f;fc90;
